datetime,open,high,low,close,volume
2025-02-07 09:15:00+05:30,1277.95,1283.7,1272.05,1274.9,338470
2025-02-07 09:16:00+05:30,1274.9,1275.2,1272.9,1273.0,89659
2025-02-07 09:17:00+05:30,1273.1,1274.1,1272.4,1273.45,72058
2025-02-07 09:18:00+05:30,1273.1,1273.65,1271.0,1272.2,76730
2025-02-07 09:19:00+05:30,1272.15,1273.85,1271.05,1271.35,32579
2025-02-07 09:20:00+05:30,1271.05,1272.15,1270.8,1271.35,40757
2025-02-07 09:21:00+05:30,1271.4,1271.6,1270.25,1270.3,57235
2025-02-07 09:22:00+05:30,1270.3,1272.4,1270.25,1271.9,29881
2025-02-07 09:23:00+05:30,1271.7,1271.9,1270.6,1270.95,26766
2025-02-07 09:24:00+05:30,1270.9,1271.95,1270.5,1271.8,10892
2025-02-07 09:25:00+05:30,1271.8,1272.45,1270.55,1270.55,19979
2025-02-07 09:26:00+05:30,1270.8,1271.45,1270.05,1270.5,21821
2025-02-07 09:27:00+05:30,1270.7,1271.65,1269.4,1271.15,39824
2025-02-07 09:28:00+05:30,1271.15,1273.3,1270.9,1272.55,20781
2025-02-07 09:29:00+05:30,1272.6,1273.1,1271.6,1272.0,16151
2025-02-07 09:30:00+05:30,1272.0,1272.6,1270.8,1272.2,23889
2025-02-07 09:31:00+05:30,1271.75,1272.65,1271.35,1272.65,19908
2025-02-07 09:32:00+05:30,1272.65,1272.65,1271.6,1272.1,20655
2025-02-07 09:33:00+05:30,1272.4,1272.55,1271.85,1272.15,14151
2025-02-07 09:34:00+05:30,1272.0,1272.95,1272.0,1272.55,18901
2025-02-07 09:35:00+05:30,1272.5,1273.7,1272.4,1273.65,18225
2025-02-07 09:36:00+05:30,1273.65,1273.7,1273.0,1273.3,13017
2025-02-07 09:37:00+05:30,1273.2,1275.45,1273.15,1274.25,27049
2025-02-07 09:38:00+05:30,1274.15,1274.25,1273.55,1273.9,19799
2025-02-07 09:39:00+05:30,1274.0,1274.25,1273.7,1274.05,34455
2025-02-07 09:40:00+05:30,1274.05,1274.3,1273.2,1273.2,11842
2025-02-07 09:41:00+05:30,1273.55,1274.0,1273.0,1273.8,21737
