datetime,open,high,low,close,volume
2025-02-07 09:15:00+05:30,1919.6,1923.7,1910.25,1913.5,171636
2025-02-07 09:16:00+05:30,1913.2,1913.6,1908.15,1908.85,48044
2025-02-07 09:17:00+05:30,1908.5,1908.85,1905.0,1905.3,43738
2025-02-07 09:18:00+05:30,1905.0,1905.35,1902.5,1903.25,18303
2025-02-07 09:19:00+05:30,1903.2,1906.25,1902.6,1903.95,20409
2025-02-07 09:20:00+05:30,1903.85,1907.7,1903.2,1907.65,25931
2025-02-07 09:21:00+05:30,1907.65,1907.7,1905.9,1906.4,7553
2025-02-07 09:22:00+05:30,1906.9,1907.15,1906.35,1907.0,4555
2025-02-07 09:23:00+05:30,1906.55,1907.35,1906.0,1907.15,7929
2025-02-07 09:24:00+05:30,1907.15,1909.45,1906.4,1909.45,10775
2025-02-07 09:25:00+05:30,1909.5,1909.8,1906.4,1906.7,13380
2025-02-07 09:26:00+05:30,1906.7,1908.05,1906.2,1906.9,5086
2025-02-07 09:27:00+05:30,1906.9,1906.9,1905.65,1906.0,10907
2025-02-07 09:28:00+05:30,1906.0,1906.6,1903.5,1904.05,15802
2025-02-07 09:29:00+05:30,1904.05,1904.55,1902.1,1903.3,11916
2025-02-07 09:30:00+05:30,1903.3,1905.35,1902.7,1904.25,6303
2025-02-07 09:31:00+05:30,1904.25,1904.55,1903.05,1903.95,5314
2025-02-07 09:32:00+05:30,1904.0,1904.15,1902.4,1902.4,5671
2025-02-07 09:33:00+05:30,1902.8,1903.85,1901.0,1902.35,57633
2025-02-07 09:34:00+05:30,1902.35,1903.45,1900.9,1900.9,24687
2025-02-07 09:35:00+05:30,1900.95,1901.3,1899.65,1900.6,34035
2025-02-07 09:36:00+05:30,1900.6,1901.8,1900.1,1901.1,4787
2025-02-07 09:37:00+05:30,1901.3,1901.3,1899.25,1899.85,30109
2025-02-07 09:38:00+05:30,1899.95,1899.95,1898.0,1899.05,47037
2025-02-07 09:39:00+05:30,1899.05,1899.25,1896.55,1896.6,44292
2025-02-07 09:40:00+05:30,1896.6,1898.1,1895.95,1897.4,32069
2025-02-07 09:41:00+05:30,1897.4,1899.0,1897.4,1897.4,10941
2025-02-07 09:42:00+05:30,1897.95,1899.55,1896.6,1899.35,11179
2025-02-07 09:43:00+05:30,1899.4,1899.95,1898.1,1898.4,7106
2025-02-07 09:44:00+05:30,1898.6,1899.5,1898.0,1899.4,5786
2025-02-07 09:45:00+05:30,1899.1,1899.5,1898.25,1898.4,5739
2025-02-07 09:46:00+05:30,1898.4,1900.75,1898.1,1900.1,8026
2025-02-07 09:47:00+05:30,1900.1,1901.2,1900.0,1900.35,6509
2025-02-07 09:48:00+05:30,1900.35,1902.35,1900.35,1902.0,8866
2025-02-07 09:49:00+05:30,1902.4,1903.0,1902.0,1902.6,8248
2025-02-07 09:50:00+05:30,1902.6,1903.7,1901.5,1902.55,6885
2025-02-07 09:51:00+05:30,1902.5,1903.65,1902.5,1902.9,8234
2025-02-07 09:52:00+05:30,1902.9,1903.05,1902.65,1902.95,2960
2025-02-07 09:53:00+05:30,1902.7,1904.55,1902.5,1903.8,4715
2025-02-07 09:54:00+05:30,1903.85,1904.1,1903.05,1903.2,5715
2025-02-07 09:55:00+05:30,1903.15,1903.85,1902.8,1903.6,2701
2025-02-07 09:56:00+05:30,1903.6,1904.6,1902.5,1902.5,4045
2025-02-07 09:57:00+05:30,1902.7,1903.9,1902.55,1902.9,8221
2025-02-07 09:58:00+05:30,1903.2,1904.7,1902.75,1904.0,4674
2025-02-07 09:59:00+05:30,1904.0,1905.3,1904.0,1905.3,12176
2025-02-07 10:00:00+05:30,1905.3,1905.9,1904.3,1905.25,6489
2025-02-07 10:01:00+05:30,1905.35,1905.5,1904.6,1904.8,4196
2025-02-07 10:02:00+05:30,1904.8,1905.3,1904.0,1904.45,4162
2025-02-07 10:03:00+05:30,1904.45,1904.65,1902.9,1903.15,3225
2025-02-07 10:04:00+05:30,1903.15,1905.05,1903.15,1903.8,3903
2025-02-07 10:05:00+05:30,1904.2,1905.55,1903.7,1904.35,3774
2025-02-07 10:06:00+05:30,1904.3,1904.35,1903.05,1903.5,4673
2025-02-07 10:07:00+05:30,1903.55,1906.4,1903.55,1904.7,5796
2025-02-07 10:08:00+05:30,1905.05,1905.05,1903.9,1904.45,2193
2025-02-07 10:09:00+05:30,1904.45,1909.7,1904.45,1909.0,15569
2025-02-07 10:10:00+05:30,1909.0,1909.0,1906.0,1906.35,7945
2025-02-07 10:11:00+05:30,1906.35,1906.85,1904.45,1904.7,3598
2025-02-07 10:12:00+05:30,1904.7,1905.45,1901.1,1903.8,86766
2025-02-07 10:13:00+05:30,1903.75,1904.3,1902.8,1903.55,14762
2025-02-07 10:14:00+05:30,1903.55,1905.7,1903.5,1905.2,4108
2025-02-07 10:15:00+05:30,1905.3,1907.0,1904.8,1905.9,5399
2025-02-07 10:16:00+05:30,1905.9,1907.0,1905.35,1906.35,10712
2025-02-07 10:17:00+05:30,1906.75,1907.8,1905.75,1907.0,5915
2025-02-07 10:18:00+05:30,1907.0,1908.0,1904.0,1904.75,9160
2025-02-07 10:19:00+05:30,1905.05,1907.8,1904.1,1907.05,4821
2025-02-07 10:20:00+05:30,1907.2,1907.95,1906.2,1907.35,6497
2025-02-07 10:21:00+05:30,1907.15,1907.15,1905.1,1905.6,3941
2025-02-07 10:22:00+05:30,1905.45,1906.35,1905.2,1906.15,2483
2025-02-07 10:23:00+05:30,1906.1,1906.25,1905.15,1905.95,2631
2025-02-07 10:24:00+05:30,1905.95,1906.2,1905.5,1906.2,4510
2025-02-07 10:25:00+05:30,1906.3,1907.7,1906.2,1907.1,3563
2025-02-07 10:26:00+05:30,1907.1,1908.9,1906.95,1908.9,3949
2025-02-07 10:27:00+05:30,1908.1,1909.7,1907.9,1909.7,8569
2025-02-07 10:28:00+05:30,1909.7,1910.95,1908.7,1909.4,10952
2025-02-07 10:29:00+05:30,1909.0,1911.05,1909.0,1911.05,4995
2025-02-07 10:30:00+05:30,1911.05,1912.55,1910.95,1912.4,4023
2025-02-07 10:31:00+05:30,1912.05,1912.6,1911.0,1911.0,6169
2025-02-07 10:32:00+05:30,1911.0,1911.6,1910.25,1910.3,2982
2025-02-07 10:33:00+05:30,1910.3,1910.8,1909.95,1910.65,1527
2025-02-07 10:34:00+05:30,1910.65,1910.75,1909.05,1909.15,2491
2025-02-07 10:35:00+05:30,1909.05,1910.85,1908.3,1910.3,5693
2025-02-07 10:36:00+05:30,1910.3,1912.0,1910.3,1911.85,5040
2025-02-07 10:37:00+05:30,1911.65,1914.5,1911.65,1914.3,9481
2025-02-07 10:38:00+05:30,1914.3,1916.95,1914.0,1915.65,8843
2025-02-07 10:39:00+05:30,1915.65,1916.95,1915.0,1916.5,5632
2025-02-07 10:40:00+05:30,1916.5,1916.5,1913.15,1913.15,5063
2025-02-07 10:41:00+05:30,1913.15,1913.45,1912.0,1912.2,3417
2025-02-07 10:42:00+05:30,1912.2,1912.2,1910.2,1911.05,3737
2025-02-07 10:43:00+05:30,1910.55,1911.7,1910.55,1911.25,2709
2025-02-07 10:44:00+05:30,1911.35,1912.65,1910.6,1912.0,3587
2025-02-07 10:45:00+05:30,1912.0,1913.25,1911.9,1912.5,5125
2025-02-07 10:46:00+05:30,1912.5,1913.0,1911.9,1912.25,3065
2025-02-07 10:47:00+05:30,1912.25,1913.45,1912.25,1912.6,4049
2025-02-07 10:48:00+05:30,1912.6,1912.85,1912.0,1912.05,3588
2025-02-07 10:49:00+05:30,1912.05,1913.5,1912.0,1912.4,3321
2025-02-07 10:50:00+05:30,1912.4,1914.0,1912.1,1912.65,3433
2025-02-07 10:51:00+05:30,1912.65,1913.15,1911.5,1911.75,2813
2025-02-07 10:52:00+05:30,1911.6,1913.3,1911.15,1912.0,6258
2025-02-07 10:53:00+05:30,1911.6,1912.5,1911.15,1911.15,2844
2025-02-07 10:54:00+05:30,1911.15,1911.55,1909.9,1910.9,5569
2025-02-07 10:55:00+05:30,1910.9,1911.85,1909.15,1909.8,3916
2025-02-07 10:56:00+05:30,1909.5,1910.75,1909.0,1909.9,3810
2025-02-07 10:57:00+05:30,1909.9,1910.6,1909.25,1910.0,2855
2025-02-07 10:58:00+05:30,1910.0,1910.6,1909.65,1909.85,1805
2025-02-07 10:59:00+05:30,1909.85,1909.9,1908.0,1908.2,5021
2025-02-07 11:00:00+05:30,1908.2,1909.75,1908.2,1909.1,2539
2025-02-07 11:01:00+05:30,1909.1,1909.4,1907.55,1908.35,3230
2025-02-07 11:02:00+05:30,1908.1,1908.7,1907.45,1908.0,2231
2025-02-07 11:03:00+05:30,1908.0,1909.1,1907.55,1907.6,3845
2025-02-07 11:04:00+05:30,1907.6,1909.25,1907.55,1908.7,2552
2025-02-07 11:05:00+05:30,1908.7,1908.75,1906.7,1907.05,4385
2025-02-07 11:06:00+05:30,1906.7,1907.15,1906.6,1907.0,2574
2025-02-07 11:07:00+05:30,1907.0,1907.15,1905.6,1905.75,2220
2025-02-07 11:08:00+05:30,1905.75,1906.85,1905.75,1906.25,2039
2025-02-07 11:09:00+05:30,1906.25,1906.7,1906.25,1906.55,1732
2025-02-07 11:10:00+05:30,1906.55,1906.55,1905.55,1905.65,3027
2025-02-07 11:11:00+05:30,1905.65,1907.25,1904.6,1904.65,8945
2025-02-07 11:12:00+05:30,1904.65,1906.65,1904.5,1906.45,5418
2025-02-07 11:13:00+05:30,1906.45,1906.8,1905.35,1906.35,3951
2025-02-07 11:14:00+05:30,1905.9,1906.6,1905.3,1905.75,4962
2025-02-07 11:15:00+05:30,1905.75,1907.25,1905.3,1907.25,4066
2025-02-07 11:16:00+05:30,1907.1,1908.45,1906.55,1907.15,6836
2025-02-07 11:17:00+05:30,1907.2,1908.1,1907.0,1907.65,2602
2025-02-07 11:18:00+05:30,1907.25,1907.85,1906.9,1907.85,2366
2025-02-07 11:19:00+05:30,1907.95,1908.65,1907.7,1907.75,4841
2025-02-07 11:20:00+05:30,1907.75,1908.8,1907.75,1908.6,3197
2025-02-07 11:21:00+05:30,1908.6,1908.75,1907.8,1908.6,4054
2025-02-07 11:22:00+05:30,1908.6,1910.05,1908.55,1910.0,8622
2025-02-07 11:23:00+05:30,1910.0,1911.0,1910.0,1910.85,3429
2025-02-07 11:24:00+05:30,1910.85,1911.45,1910.45,1910.5,4123
2025-02-07 11:25:00+05:30,1910.55,1911.75,1910.5,1910.75,3897
