datetime,open,high,low,close,volume
2025-02-01 00:00:00+05:30,1265.1,1270.55,1241,1264.6,7118453
2025-02-03 00:00:00+05:30,1251,1256,1237.55,1245.9,9252345
2025-02-04 00:00:00+05:30,1248.05,1288.8,1246.6,1285.2,16691069
2025-02-05 00:00:00+05:30,1282.65,1290.5,1276.7,1278.2,10112028
2025-02-06 00:00:00+05:30,1273.7,1288,1270.35,1281.55,9956001
2025-02-07 00:00:00+05:30,1276.15,1283.7,1262,1266.7,8764283
2025-02-10 00:00:00+05:30,1264.5,1266.5,1245.55,1253.65,6970972
2025-02-11 00:00:00+05:30,1264.55,1264.55,1230.1,1234.85,8859714
2025-02-12 00:00:00+05:30,1219.45,1226.9,1193.35,1216.55,21131654
2025-02-13 00:00:00+05:30,1217.05,1228,1212,1216.1,8511216
2025-02-14 00:00:00+05:30,1219,1224,1205.45,1217.25,10298145
2025-02-17 00:00:00+05:30,1211.1,1227.5,1204.5,1224.9,8166683
2025-02-18 00:00:00+05:30,1224.85,1229.9,1216.1,1225.4,6673250
2025-02-19 00:00:00+05:30,1219.5,1232.75,1217.55,1227.45,6217338
2025-02-20 00:00:00+05:30,1223.95,1239.35,1222,1233,7795582
2025-02-21 00:00:00+05:30,1228.7,1240,1222.15,1228.15,6904025
2025-02-24 00:00:00+05:30,1216.55,1223.25,1210.5,1214.55,7172498
2025-02-25 00:00:00+05:30,1211,1221,1201.5,1204,11552182
2025-02-27 00:00:00+05:30,1212.8,1215,1200.65,1207.1,11509215
2025-02-28 00:00:00+05:30,1202,1217.35,1193.3,1200.1,23007298
